track_id,track_length,first_frame_id,last_frame_id,first_frame_index,last_frame_index,frame_span,start_x,start_y,end_x,end_y,net_displacement,path_length,mean_step_distance,max_step_distance,straightness_ratio,mean_score,min_score,max_score,mean_points,min_points,max_points,passes_curation,rejection_reasons,quality_score
137,3,256,259,6,9,4,17.595110578209887,24.523614437301724,15.229969085652602,22.38302865219466,3.1899846054829992,3.480618972583316,1.740309486291658,3.120074612012585,0.9164992291918101,0.6937664666986777,0.537133597301105,0.9028571428571428,63.0,27.0,106.0,False,short_track,0.6088833870057313
265,3,263,266,13,16,4,0.8615401316127685,-1.4147919047572897,0.4951738805429592,-2.816162304512016,1.4484692703787914,1.5751675221488852,0.7875837610744426,1.1138866471672488,0.91956522084886,0.6216884678760315,0.5170018209403892,0.7137277215447455,54.0,22.0,85.0,False,short_track,0.6045544351920464
103,3,255,259,5,9,5,17.313585939107593,-19.27595308573704,16.29918651944549,-17.920284530729482,1.6931755412972065,1.930114361965345,0.9650571809826725,1.0657869100533113,0.8772410457446289,0.6513200181792288,0.5461200682647417,0.7745314143108706,51.666666666666664,27.0,75.0,False,short_track,0.6009876233498126
43,4,252,256,2,6,5,31.477614958218588,12.151915602214412,29.1132543280469,15.294107539886282,3.9323747739344435,8.083595738629501,2.6945319128765006,3.388151493076196,0.48646356164777,0.7462636616546577,0.659689276357928,0.8083375419396531,82.75,55.0,107.0,False,jittery_track,0.5946972102702422
14,3,250,255,0,5,6,33.825129896081854,11.785806483217048,29.38402196998032,8.494259944166066,5.5279036017300776,7.47962476734003,3.739812383670015,4.067817644802521,0.7390616205598719,0.7351844207315898,0.5157405531097309,0.9228571428571428,77.33333333333333,22.0,113.0,False,short_track,0.5910146769888086
180,3,258,260,8,10,3,28.64913577454748,29.078893331617067,28.368208489483557,29.924388692677717,0.8909447486059199,2.1057217661022714,1.0528608830511357,1.1508782260606103,0.42310658651502403,0.7898495144334974,0.5398526404210131,0.94,84.33333333333333,24.0,119.0,False,short_track;jittery_track;low_displacement,0.5872850196729232
32,5,251,259,1,9,9,22.26954862439012,19.983231696155126,7.509749296467109,16.125635053403713,15.25558022687841,15.600813490170637,3.9002033725426593,6.255193723287217,0.9778708165757034,0.5406681511077608,0.3943682626546655,0.5957725718979752,36.0,20.0,63.0,False,low_score;low_point_support,0.5791227081224193
45,4,252,257,2,7,6,50.226625676168496,-7.058803963367391,41.50167216731817,-12.041156711666082,10.047320669714844,10.209795464282077,3.4032651547606925,5.482194288537922,0.984086381050861,0.6157865342118468,0.5404470145436032,0.7074832956374028,38.0,23.0,52.0,False,low_point_support,0.5757602906802195
10,5,250,255,0,5,6,35.12034345718433,4.22631061270579,33.29876602312367,14.735514693200312,10.665904310172754,12.91048886960644,3.22762221740161,4.457329830175762,0.8261425588059774,0.5591556638211757,0.5315978763340947,0.6195766690626039,33.2,22.0,52.0,False,low_score;low_point_support,0.5721389000773875
65,5,253,259,3,9,7,25.605112711356444,-4.723863404963908,11.191236935214777,-22.88568930320846,23.1864558492278,23.736342746614024,5.934085686653506,9.150561952076892,0.9768335457885708,0.5460960512045079,0.41371377984749,0.7767259670541029,43.6,22.0,94.0,False,low_score;large_frame_jump,0.568595483863603
