frame_id,raw_points,finite_points,cropped_points,downsampled_points,ground_points,non_ground_points,raw_dbscan_clusters,dbscan_noise_points,filtered_cluster_points,filtered_clusters,boxes,total_time_ms,approx_fps,time_load_point_cloud_ms,time_filter_finite_ms,time_roi_crop_ms,time_voxel_downsample_ms,time_ground_removal_ms,time_dbscan_clustering_ms,time_cluster_filtering_ms,time_bounding_boxes_ms,time_total_ms
000264,101481,101481,54571,10055,3611,6444,47,208,2188,34,34,109.61310000311641,9.122997159751607,0.8907999999792082,2.7358000006643124,1.4200999994500307,33.22190000108094,20.96250000067812,48.12560000027588,1.6166000004886882,0.6398000004992355,109.61310000311641
