frame_id,raw_points,finite_points,cropped_points,downsampled_points,ground_points,non_ground_points,raw_dbscan_clusters,dbscan_noise_points,filtered_cluster_points,filtered_clusters,boxes,axis_aligned_boxes,oriented_boxes,total_time_ms,approx_fps,time_load_point_cloud_ms,time_filter_finite_ms,time_roi_crop_ms,time_voxel_downsample_ms,time_ground_removal_ms,time_dbscan_clustering_ms,time_cluster_filtering_ms,time_bounding_boxes_ms,time_oriented_boxes_ms,time_total_ms
000264,101481,101481,54571,10055,3611,6444,47,0,2188,34,34,34,34,146.1859999690205,6.840600332534706,10.478999989572912,3.818300028797239,1.752799958921969,46.99350002920255,23.174199974164367,49.99269999098033,2.3465999984182417,0.8835000335238874,6.729799963068217,146.1859999690205
